pantun_id,line1,line2,line3,line4,region,theme,is_complete,full_text
1,"Adik sayang jangan merajuk,",Mari ke sini boleh dipujuk;,"Adik umpama penawar yang sejuk,",Racun kuminum tidak mabuk.,Johor dan Melaka,Peribahasa & Kiasan,True,"Adik sayang jangan merajuk, Mari ke sini boleh dipujuk;; Adik umpama penawar yang sejuk, Racun kuminum tidak mabuk."
2,"Air tenang nampak termenung,",Hendak berenang terasa takut;,"Kalau asal kain ditenun,",Lulus jarum benang mengikut.,Johor dan Melaka,Peribahasa & Kiasan,True,"Air tenang nampak termenung, Hendak berenang terasa takut;; Kalau asal kain ditenun, Lulus jarum benang mengikut."
3,Ambil jarum cucuk benang.,Jarum ada di dalam cembul;,"Air tenang adik mengharung,",Tidak kusangka buaya timbul.,Johor dan Melaka,Peribahasa & Kiasan,True,"Ambil jarum cucuk benang. Jarum ada di dalam cembul;; Air tenang adik mengharung, Tidak kusangka buaya timbul."
4,Anak anjing dua beradik;,Satu bodoh satu cerdik;,"Saya umpama teras yang baik,",Tahan berjemur di panas terik.,Johor dan Melaka,Peribahasa & Kiasan,True,"Anak anjing dua beradik; Satu bodoh satu cerdik;; Saya umpama teras yang baik, Tahan berjemur di panas terik."
5,"Anak Cina pergi ke hutan,",Ambil terap dengan getahnya;,"Tuan umpama permata intan,",Saya nak tumpang kilat cahayanya.,Johor dan Melaka,Peribahasa & Kiasan,True,"Anak Cina pergi ke hutan, Ambil terap dengan getahnya;; Tuan umpama permata intan, Saya nak tumpang kilat cahayanya."
6,"Anak kuda makan pagi,",Makan mari daun nangka;,"Kalau sudah barang berkunci,",Ibarat buah masak di raga.,Johor dan Melaka,Peribahasa & Kiasan,True,"Anak kuda makan pagi, Makan mari daun nangka;; Kalau sudah barang berkunci, Ibarat buah masak di raga."
7,"Anak Yu mati terlentang,",Mati ditikam duri semilang:,"Pilu hati bukan kepalang,",Gunung tinggi menjadi padang.,Johor dan Melaka,Peribahasa & Kiasan,True,"Anak Yu mati terlentang, Mati ditikam duri semilang:; Pilu hati bukan kepalang, Gunung tinggi menjadi padang."
8,Asal sukun di Laut Jati,Terendak Cina jatuh ke ruang,Patah tumbuh hilang berganti,Kasih lama tidak terbuang,Johor dan Melaka,Peribahasa & Kiasan,True,Asal sukun di Laut Jati Terendak Cina jatuh ke ruang; Patah tumbuh hilang berganti Kasih lama tidak terbuang
9,Ati-ati tumbuh di paya,Air tenang di kaki bukit,Sampai hati meninggalkan saya,Tidak mengenang barang sedikit,Johor dan Melaka,Peribahasa & Kiasan,True,Ati-ati tumbuh di paya Air tenang di kaki bukit; Sampai hati meninggalkan saya Tidak mengenang barang sedikit
10,"Berembang buah pedada,",Dijolok-jolok jatuh tak jadi;,"Bintang apa tersemat di dada,",Jasa pagar makan padi.,Johor dan Melaka,Peribahasa & Kiasan,True,"Berembang buah pedada, Dijolok-jolok jatuh tak jadi;; Bintang apa tersemat di dada, Jasa pagar makan padi."
11,"Buah bacang jatuh ke paya,",Pokok pauh bernama mangga;,"Apalah malang nasib saya,",Sudah jatuh ditimpa tangga.,Johor dan Melaka,Peribahasa & Kiasan,True,"Buah bacang jatuh ke paya, Pokok pauh bernama mangga;; Apalah malang nasib saya, Sudah jatuh ditimpa tangga."
12,"Buah delima masak merekah,",Sudah tika berbunga lagi;,"Bermohon kasih puas sudah,",Ibarat embun dibakar matahari.,Johor dan Melaka,Peribahasa & Kiasan,True,"Buah delima masak merekah, Sudah tika berbunga lagi;; Bermohon kasih puas sudah, Ibarat embun dibakar matahari."
13,Buah nangka di tepi tebat.,Buah duku disangka jering;,"Disangka jujur hati sahabat,",Rupanya menikam kawan seiring.,Johor dan Melaka,Peribahasa & Kiasan,True,"Buah nangka di tepi tebat. Buah duku disangka jering;; Disangka jujur hati sahabat, Rupanya menikam kawan seiring."
14,"Buah pinang dalam pagar,",Mari jual anak Melayu;,"Air tenang jangan ditawar,",Jadi gelombang saya tak tahu.,Johor dan Melaka,Peribahasa & Kiasan,True,"Buah pinang dalam pagar, Mari jual anak Melayu;; Air tenang jangan ditawar, Jadi gelombang saya tak tahu."
15,Budak-budak dipatuk tedung.,Dibuat-buat menangis-nangis;,Saya ibarat buah kedundung.,Dahulu kelat kemudian manis.,Johor dan Melaka,Peribahasa & Kiasan,True,Budak-budak dipatuk tedung. Dibuat-buat menangis-nangis;; Saya ibarat buah kedundung. Dahulu kelat kemudian manis.
16,"Buluh ditetak senjakala,",Buat mari pasak perahu;,"Pasang pelita senjakala,",Satu makhluk tidak tahu.,Johor dan Melaka,Peribahasa & Kiasan,True,"Buluh ditetak senjakala, Buat mari pasak perahu;; Pasang pelita senjakala, Satu makhluk tidak tahu."
17,"Burung merpati terbang ke hutan,",Duduk bertenggek di tepi sungai;,"Tuan umpama cahaya intan,",Bagai zamrud baru dicanai.,Johor dan Melaka,Peribahasa & Kiasan,True,"Burung merpati terbang ke hutan, Duduk bertenggek di tepi sungai;; Tuan umpama cahaya intan, Bagai zamrud baru dicanai."
18,Dari pulau menuju ke Kelang.,Sampai ke Kelang terus ke kotanya;,"Mati rimau tinggalkan belang,",Mati dagang tinggalkan dirinya.,Johor dan Melaka,Peribahasa & Kiasan,True,"Dari pulau menuju ke Kelang. Sampai ke Kelang terus ke kotanya;; Mati rimau tinggalkan belang, Mati dagang tinggalkan dirinya."
19,Dua tiga bernama perigi.,Batu berlonggok di tepi jalan;,"Tuan di sana saya di sini,",Bagai pungguk rindukan bulan.,Johor dan Melaka,Peribahasa & Kiasan,True,"Dua tiga bernama perigi. Batu berlonggok di tepi jalan;; Tuan di sana saya di sini, Bagai pungguk rindukan bulan."
20,"Duku depat pohon melati,",Banyaknya di bawah bunga bertabur;,"Hatiku lekat mungkin ke mati,",Rasa jiwa seumpama lebur.,Johor dan Melaka,Peribahasa & Kiasan,True,"Duku depat pohon melati, Banyaknya di bawah bunga bertabur;; Hatiku lekat mungkin ke mati, Rasa jiwa seumpama lebur."
21,"Haluan sarat banyak muatan,",Nampak cahaya batu karang;,"Tuan ibarat permata intan,",Di mana tercampak di situ terang.,Johor dan Melaka,Peribahasa & Kiasan,True,"Haluan sarat banyak muatan, Nampak cahaya batu karang;; Tuan ibarat permata intan, Di mana tercampak di situ terang."
22,"Ikan gelama ikan duri,",Tiga dengan ikan sembilang;,"Saya umpama rumput di bumi,",Pagi dan petang dipijak orang.,Johor dan Melaka,Peribahasa & Kiasan,True,"Ikan gelama ikan duri, Tiga dengan ikan sembilang;; Saya umpama rumput di bumi, Pagi dan petang dipijak orang."
23,Jangan diusik kerbau jalang.,Jika digesel rebah juga;,"Kalau nasih memang malang,",Sudah jatuh ditimpa tangga.,Johor dan Melaka,Peribahasa & Kiasan,True,"Jangan diusik kerbau jalang. Jika digesel rebah juga;; Kalau nasih memang malang, Sudah jatuh ditimpa tangga."
24,"Jelatik burung jeladan,",Anak tekukur terbang tinggi;,"Sudah cantik sama padan,",Lagi diukur sama tinggi.,Johor dan Melaka,Peribahasa & Kiasan,True,"Jelatik burung jeladan, Anak tekukur terbang tinggi;; Sudah cantik sama padan, Lagi diukur sama tinggi."
25,"Kalau panas kita belayar,",Buang sauh di Tanjung Puteri;,"Hutang emas boleh dibayar,",Hutang budi dibawa mati.,Johor dan Melaka,Peribahasa & Kiasan,True,"Kalau panas kita belayar, Buang sauh di Tanjung Puteri;; Hutang emas boleh dibayar, Hutang budi dibawa mati."
26,Kalau tuan pergi ke tanjung.,Kirim saya bunga dahlia;,"Ibarat api dalam tanglong,",Angin yang mana padamkan dia.,Johor dan Melaka,Peribahasa & Kiasan,True,"Kalau tuan pergi ke tanjung. Kirim saya bunga dahlia;; Ibarat api dalam tanglong, Angin yang mana padamkan dia."
27,"Ke Badam sudah ke Muar belum,",Anak beranak mengambil angin;,"Temu sudah kupandang belum,",Ibarat gambar dalam cermin.,Johor dan Melaka,Peribahasa & Kiasan,True,"Ke Badam sudah ke Muar belum, Anak beranak mengambil angin;; Temu sudah kupandang belum, Ibarat gambar dalam cermin."
28,Kerbau empat lembu empat.,Masuk simpang terlalu cepat;,"Air tenang ikan melompat,",Jala ditebar haram tak dapat.,Johor dan Melaka,Peribahasa & Kiasan,True,"Kerbau empat lembu empat. Masuk simpang terlalu cepat;; Air tenang ikan melompat, Jala ditebar haram tak dapat."
29,Kuda hitam sila hitam.,Pakai anak Inderagiri;,"Tuan umpama intan manikam,",Cahaya melimpah dalam negeri.,Johor dan Melaka,Peribahasa & Kiasan,True,"Kuda hitam sila hitam. Pakai anak Inderagiri;; Tuan umpama intan manikam, Cahaya melimpah dalam negeri."
30,Kuda hitam silanya hitam.,Pacu anak Raja Deli;,Tuan umpama intan manikam.,Cahaya naik berseri-seri.,Johor dan Melaka,Peribahasa & Kiasan,True,Kuda hitam silanya hitam. Pacu anak Raja Deli;; Tuan umpama intan manikam. Cahaya naik berseri-seri.
31,"Kupu-kupu di batang kopi,",Patah dahan kulit terkopak,"Saya umpama rumput di bumi,",Rendah dari rumput yang banyak.,Johor dan Melaka,Peribahasa & Kiasan,True,"Kupu-kupu di batang kopi, Patah dahan kulit terkopak; Saya umpama rumput di bumi, Rendah dari rumput yang banyak."
32,"Patah hati terus merajuk,",Merajuk sampai hutan belukar;,"Hati panas menjadi sejuk,",Ibarat burung pulang ke sangkar.,Johor dan Melaka,Peribahasa & Kiasan,True,"Patah hati terus merajuk, Merajuk sampai hutan belukar;; Hati panas menjadi sejuk, Ibarat burung pulang ke sangkar."
33,"Sayang Cik Ali memasang lukah,",Lukah dipasang di Tanjung Jati;,Jangan tuan berhati susah.,Ibarat rambut disimpul mati.,Johor dan Melaka,Peribahasa & Kiasan,True,"Sayang Cik Ali memasang lukah, Lukah dipasang di Tanjung Jati;; Jangan tuan berhati susah. Ibarat rambut disimpul mati."
34,"Seri Andalas sekota embun,",Dari Gersik ke Surabaya:,"Kasih ibarat setitik embun,",Hilang kabus nampak dia.,Johor dan Melaka,Peribahasa & Kiasan,True,"Seri Andalas sekota embun, Dari Gersik ke Surabaya:; Kasih ibarat setitik embun, Hilang kabus nampak dia."
35,"Singapura dilanggar todak,",Orang berkubu batang pisang;,"Orang tua melawan budak,",Ibarat aur ditarik songsang.,Johor dan Melaka,Peribahasa & Kiasan,True,"Singapura dilanggar todak, Orang berkubu batang pisang;; Orang tua melawan budak, Ibarat aur ditarik songsang."
36,Songket bertekad dipakai dara.,Ikat cincinnya bunga tanjung;,"Malang mengharap kasih saudara,",Ibarat tebu tawar ke hujung.,Johor dan Melaka,Peribahasa & Kiasan,True,"Songket bertekad dipakai dara. Ikat cincinnya bunga tanjung;; Malang mengharap kasih saudara, Ibarat tebu tawar ke hujung."
37,Teluk kecapi kecapang condong.,Hanyut tempurung di kalut paku;,"Sudah terlihat matahari condong,","Ibarat burung, terbanglah aku.",Johor dan Melaka,Peribahasa & Kiasan,True,"Teluk kecapi kecapang condong. Hanyut tempurung di kalut paku;; Sudah terlihat matahari condong, Ibarat burung, terbanglah aku."
38,"Tuan Melana saya Melini,",Makan terubuk seorang menelan;,"Kekasih di sana abang di sini,",Ibarat pungguk rindukan bulan.,Johor dan Melaka,Peribahasa & Kiasan,True,"Tuan Melana saya Melini, Makan terubuk seorang menelan;; Kekasih di sana abang di sini, Ibarat pungguk rindukan bulan."
39,Ada satu anak limbungan,Pakai tandak sapu tangan,Tuan umpama buah makanan,Tidak dimakan jadi kempunan,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,Ada satu anak limbungan Pakai tandak sapu tangan; Tuan umpama buah makanan Tidak dimakan jadi kempunan
40,"Berempat tegak di tepian,",Cukup berlima maka mandi;,Usah mengumpat di bahagian.,Suratan sudah dimeterai.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Berempat tegak di tepian, Cukup berlima maka mandi;; Usah mengumpat di bahagian. Suratan sudah dimeterai."
41,"Burung jelatik burung jeladan,",Ketiga dengan burung tempua;,"Sama cantik sama padan,",Ibarat pinang dibelah dua.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Burung jelatik burung jeladan, Ketiga dengan burung tempua;; Sama cantik sama padan, Ibarat pinang dibelah dua."
42,Cik Amat orang Segamat,Buluh tolam dibuat bangsi,Biar lambat asal selamat,Kalau termalam apa nak dinanti,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,Cik Amat orang Segamat Buluh tolam dibuat bangsi; Biar lambat asal selamat Kalau termalam apa nak dinanti
43,Cik Amat orang Segamat,Bunga melur dekat peti,Biar lambat asal selamat,Dalam telur lagi dinanti,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,Cik Amat orang Segamat Bunga melur dekat peti; Biar lambat asal selamat Dalam telur lagi dinanti
44,"Kalau beli bunga selengkar,",Tanya dulu berapa harganya;,"Ibarat telur penuh sesangkar,",Pecah sebiji pecah semua.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Kalau beli bunga selengkar, Tanya dulu berapa harganya;; Ibarat telur penuh sesangkar, Pecah sebiji pecah semua."
45,"Kalau kalah main terup,",Makan buah mengupas kulit;,"Berkuah sama menghirup,",Bersambal sama mencolek.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Kalau kalah main terup, Makan buah mengupas kulit;; Berkuah sama menghirup, Bersambal sama mencolek."
46,"Orang mengail di Kuala Bentan,",Umpama dilumur dengan lumut;,"Menggunting dalam lipatan,",Itulah musuh dalam selimut.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Orang mengail di Kuala Bentan, Umpama dilumur dengan lumut;; Menggunting dalam lipatan, Itulah musuh dalam selimut."
47,"Pisang emas bawa belayar,",Masak sebiji di atas peti;,"Hutang emas boleh dibayar,",Hutang budi dibawa mati.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Pisang emas bawa belayar, Masak sebiji di atas peti;; Hutang emas boleh dibayar, Hutang budi dibawa mati."
48,"Sayang laksamana berkota papan,",Papan diturap empat persegi;,"Tuan umpama kain kafan,",Buruk tidak berganti lagi.,Selangor dan Negeri Sembilan,Peribahasa & Kiasan,True,"Sayang laksamana berkota papan, Papan diturap empat persegi;; Tuan umpama kain kafan, Buruk tidak berganti lagi."
49,"Anak Cina dua beradik,","Seorang bodoh seorang cerdik,","Seumpama ayam kudidik,",Cari makan yang baik-baik.,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,"Anak Cina dua beradik, Seorang bodoh seorang cerdik,; Seumpama ayam kudidik, Cari makan yang baik-baik."
50,"Asah kapak tajam beliung,",Tebang mari kayu berduri;,"Tuanku umpama kemuncak payung,",Patik di bawah berteduh diri.,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,"Asah kapak tajam beliung, Tebang mari kayu berduri;; Tuanku umpama kemuncak payung, Patik di bawah berteduh diri."
51,"Cinta sayang dari Perlis,",Dibawa menari dalam majlis,"Saya umpama kain putih,",Sebarang warna boleh ditulis.,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,"Cinta sayang dari Perlis, Dibawa menari dalam majlis; Saya umpama kain putih, Sebarang warna boleh ditulis."
52,"Datuk Kelana pergi menangguk,",Tersangkut tangguk di sauh kapal;,"Saya umpama orang mengantuk,",Apatah lagi disorong bantal.,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,"Datuk Kelana pergi menangguk, Tersangkut tangguk di sauh kapal;; Saya umpama orang mengantuk, Apatah lagi disorong bantal."
53,"Laksamana mudik ke Terap,",Patah galah di dalam perahu;,"Tuan umpama bunga dedap,",Sungguh merah tiada berbau.,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,"Laksamana mudik ke Terap, Patah galah di dalam perahu;; Tuan umpama bunga dedap, Sungguh merah tiada berbau."
54,Tenanglah belayar ke Kuala Kudu,Pukul angin haluan melintang,Kalau dapat kasih setuju,Umpama paku lekat di papan,Perak Kedah dan Perlis,Peribahasa & Kiasan,True,Tenanglah belayar ke Kuala Kudu Pukul angin haluan melintang; Kalau dapat kasih setuju Umpama paku lekat di papan
55,"Asap api embun berderai,",Ramas asam di dalam mangkuk;,"Hajat hati malas bercerai,",Ibarat ikan meninggal lubuk.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Asap api embun berderai, Ramas asam di dalam mangkuk;; Hajat hati malas bercerai, Ibarat ikan meninggal lubuk."
56,"Bawa balik daun beringin,",Mari diletak di atas tangga;,"Sudah nasib badan begini,",Sudah jatuh ditimpa tangga.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Bawa balik daun beringin, Mari diletak di atas tangga;; Sudah nasib badan begini, Sudah jatuh ditimpa tangga."
57,"Buah mempelam si buah petir,",Tigalah dengan dua beluru;,"Jangan dikias jangan disindir,",Keranalah adik sungguh tak tahu.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Buah mempelam si buah petir, Tigalah dengan dua beluru;; Jangan dikias jangan disindir, Keranalah adik sungguh tak tahu."
58,Burung jelatik burung jeladan,Burung tekukur terbang meninggi,"Sudahlah paut, samalah padan",Marilah ukur samalah tinggi,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Burung jelatik burung jeladan Burung tekukur terbang meninggi; Sudahlah paut, samalah padan Marilah ukur samalah tinggi"
59,Burung punai burung tiung,Terbang dia seperti nuri,Tuan ibarat bagai payung,Saya di bawah merendah diri,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Burung punai burung tiung Terbang dia seperti nuri; Tuan ibarat bagai payung Saya di bawah merendah diri
60,Cik Gamat menikam gamat,Bunga melur kembang sekaki,Biar lambat asal selamat,Dalam telur boleh kunanti,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Cik Gamat menikam gamat Bunga melur kembang sekaki; Biar lambat asal selamat Dalam telur boleh kunanti
61,Cik Yam turun ke barat,Sampai ke barat terkena duri,Ibarat royan biarlah ada tempat,Insaflah getek diri abang sendiri,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Cik Yam turun ke barat Sampai ke barat terkena duri; Ibarat royan biarlah ada tempat Insaflah getek diri abang sendiri
62,"Gelungsur tebing tinggi,",Cerahnya belukar;,"Kalau ukur sama tinggi,",Kalau sudah sama besar.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Gelungsur tebing tinggi, Cerahnya belukar;; Kalau ukur sama tinggi, Kalau sudah sama besar."
63,"Hisap rokok dalam kelambu,",Terbit asap menjadi abu;,"Saya umpama golok kayu,",Tetak tak lut gadai pun tak laku.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Hisap rokok dalam kelambu, Terbit asap menjadi abu;; Saya umpama golok kayu, Tetak tak lut gadai pun tak laku."
64,Jantung ini jantung sekerat,Limau purut dalam ceper,Pantun ini pantun ibarat,Dalam perut mencari fikir,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Jantung ini jantung sekerat Limau purut dalam ceper; Pantun ini pantun ibarat Dalam perut mencari fikir
65,Kalau tuan pergi ke ladang,Ambil saya sebatang buluh,Tuan umpama pohon rendang,Hujan panas tumpang berteduh,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Kalau tuan pergi ke ladang Ambil saya sebatang buluh; Tuan umpama pohon rendang Hujan panas tumpang berteduh
66,Kalau tuan pergi ke paya,Sambil mencari anak ketulu,Apa nak pandang kepada saya,Umpama kerakab di atas batu,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Kalau tuan pergi ke paya Sambil mencari anak ketulu; Apa nak pandang kepada saya Umpama kerakab di atas batu
67,Ke Muar sudah ke ladang belum,Anak beranak mengambil angin,Pandang sudah temu belum,Ibarat gambar dalam cerita,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Ke Muar sudah ke ladang belum Anak beranak mengambil angin; Pandang sudah temu belum Ibarat gambar dalam cerita
68,Laksamana mudik ke bendang,Seluar merah baru berjahit,Laksananya buah pedendang,Luarnya merah dalamnya pahit,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Laksamana mudik ke bendang Seluar merah baru berjahit; Laksananya buah pedendang Luarnya merah dalamnya pahit
69,Laksamana mudik beredap,Bergalah sahaja perahunya tidak,Laksana bunga dedap,Merah sahaja berbaunya tidak,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Laksamana mudik beredap Bergalah sahaja perahunya tidak; Laksana bunga dedap Merah sahaja berbaunya tidak
70,"Makan sirih pinang gerada,",Sikit kapur tambah gambir;,"Duduk dekat sama muda,",Sikit bertutur banyak bersindir.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Makan sirih pinang gerada, Sikit kapur tambah gambir;; Duduk dekat sama muda, Sikit bertutur banyak bersindir."
71,"Menumbuk di lesung tinggi,",Orang menampi di tengah jalan;,"Apa sudah duduk begini,",Bagai pungguk rindukan bulan.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Menumbuk di lesung tinggi, Orang menampi di tengah jalan;; Apa sudah duduk begini, Bagai pungguk rindukan bulan."
72,"Paya darat paya telemu,",Daun serbat di dalam padi;,"Saya ibarat air kuminum,",Haram tak larut di dalam hati.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Paya darat paya telemu, Daun serbat di dalam padi;; Saya ibarat air kuminum, Haram tak larut di dalam hati."
73,"Petang hari menahan bubu,",Bubu ditahan olak mengkalang;,"Diri umpama semacam tebu,",Habis manis sepah dibuang.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Petang hari menahan bubu, Bubu ditahan olak mengkalang;; Diri umpama semacam tebu, Habis manis sepah dibuang."
74,"Pokok gatang jangan ditebang,",Segarnya tumbuh tengah laman;,"Kami ni datang umpama kumbang,",Hendak menyunting bunga di taman.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Pokok gatang jangan ditebang, Segarnya tumbuh tengah laman;; Kami ni datang umpama kumbang, Hendak menyunting bunga di taman."
75,"Puteri bersiram berpakai kemban,",Bersiram di kolam raja;,"Tuan umpama bunga yang kembang,",Banyaklah kumbang datang memuja.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Puteri bersiram berpakai kemban, Bersiram di kolam raja;; Tuan umpama bunga yang kembang, Banyaklah kumbang datang memuja."
76,"Siapa kata jong tak hilir,",Semua jong hilir belaka;,"Sapa kata pantun tak sindir,",Semua pantun sindir belaka.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Siapa kata jong tak hilir, Semua jong hilir belaka;; Sapa kata pantun tak sindir, Semua pantun sindir belaka."
77,Tetak mengkuang parang sumbing,Tetak sehelai dimakan kambing,Hendak dibuang tidak terbuang,Ibarat darah dengan daging,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Tetak mengkuang parang sumbing Tetak sehelai dimakan kambing; Hendak dibuang tidak terbuang Ibarat darah dengan daging
78,Tokai jagung biar jarang,Biar senang puyuh berlari,Tanya bulan kepada bintang,Mana terbit matahari?,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,Tokai jagung biar jarang Biar senang puyuh berlari; Tanya bulan kepada bintang Mana terbit matahari?
79,"Abang sayang disuruh panggilan,","Suruh nyanyi, kena suruh;","Seperti pungguk rindukan bulan,",Disuruh jatuh tak akan jatuh.,Kelantan Terengganu dan Pahang,Peribahasa & Kiasan,True,"Abang sayang disuruh panggilan, Suruh nyanyi, kena suruh;; Seperti pungguk rindukan bulan, Disuruh jatuh tak akan jatuh."
80,"Berapa tinggi Bukit Semambu,",Buah manggis bertimang dua;,"Kami bertiga umpama tebu,",Habis manis hampas dibuang.,Sarawak,Peribahasa & Kiasan,True,"Berapa tinggi Bukit Semambu, Buah manggis bertimang dua;; Kami bertiga umpama tebu, Habis manis hampas dibuang."
81,"Dayang Juita menanam padi,",Rumah buruk tangga sembilan:,"Air mata jatuh ke pipi,",Macam pungguk rindukan bulan.,Sarawak,Peribahasa & Kiasan,True,"Dayang Juita menanam padi, Rumah buruk tangga sembilan:; Air mata jatuh ke pipi, Macam pungguk rindukan bulan."
82,"Dayang Juita berjalan kaki,",Rumah buruk tangga sembilan;,Menyuruh gila apakan jadi?,Seperti pungguk rindukan bulan.,Sarawak,Peribahasa & Kiasan,True,"Dayang Juita berjalan kaki, Rumah buruk tangga sembilan;; Menyuruh gila apakan jadi? Seperti pungguk rindukan bulan."
83,Hitam rambut berkilat-kilat,Baring ke bantal baju berlipat,Tuan umpama air semabat,Minum sedikit menjadi ubat,Sarawak,Peribahasa & Kiasan,True,Hitam rambut berkilat-kilat Baring ke bantal baju berlipat; Tuan umpama air semabat Minum sedikit menjadi ubat
84,"Kampung Seniawan bermuka batu,",Tempat Kak Bedah mandi di perigi;,"Hati kami berdua terlalu rindu,",Rasa nak ikut awak pergi.,Sarawak,Peribahasa & Kiasan,True,"Kampung Seniawan bermuka batu, Tempat Kak Bedah mandi di perigi;; Hati kami berdua terlalu rindu, Rasa nak ikut awak pergi."
85,"Ke darat menukarkan lantin,",Patahlah disulat lagi:,"Tulah keparat orang semadin,",Sudah diludah dijilat lagi.,Sarawak,Peribahasa & Kiasan,True,"Ke darat menukarkan lantin, Patahlah disulat lagi:; Tulah keparat orang semadin, Sudah diludah dijilat lagi."
86,Membeli tali pasar Senyawan,Singgah di surau tangga berlian,Merosak hati menggugur iman,Seperti pungguk rindukan bulan,Sarawak,Peribahasa & Kiasan,True,Membeli tali pasar Senyawan Singgah di surau tangga berlian; Merosak hati menggugur iman Seperti pungguk rindukan bulan
87,Orang Gayung pulang ke Gayung,Datang ke Gayung negeri China,Tuan ibarat payung,Hujan dan panas sangat berguna,Sarawak,Peribahasa & Kiasan,True,Orang Gayung pulang ke Gayung Datang ke Gayung negeri China; Tuan ibarat payung Hujan dan panas sangat berguna
88,Pisang emas bawa belayar,Diletak budak di atas peti,Hutang emas dapat dibayar,Hutang budi dibawa mati,Sarawak,Peribahasa & Kiasan,True,Pisang emas bawa belayar Diletak budak di atas peti; Hutang emas dapat dibayar Hutang budi dibawa mati
89,"Rumah buruk pintu sembilan,",Nanti roboh tidakkan roboh;,"Laksana pungguk rindukan bulan,",Nanti jatuh tidakkan jatuh.,Sarawak,Peribahasa & Kiasan,True,"Rumah buruk pintu sembilan, Nanti roboh tidakkan roboh;; Laksana pungguk rindukan bulan, Nanti jatuh tidakkan jatuh."
90,"Sayang dewa membuang dewi,",Sedikit kapur banyak gambir;,"Banyak bohong buat sendiri,",Sedikit tutur banyak sindir.,Sarawak,Peribahasa & Kiasan,True,"Sayang dewa membuang dewi, Sedikit kapur banyak gambir;; Banyak bohong buat sendiri, Sedikit tutur banyak sindir."
91,"Sayang tekukur burung di pokok,",Sayang merpati ditangkap lepas;,"Saya ibarat nyiur dikukur,",Diambil pati dibuang hampas.,Sarawak,Peribahasa & Kiasan,True,"Sayang tekukur burung di pokok, Sayang merpati ditangkap lepas;; Saya ibarat nyiur dikukur, Diambil pati dibuang hampas."
92,"Singapura dilanggar todak,",Mari bertikam di batang pisang;,"Orang tua mengasih budak,",Bagai bulan di pagar bintang.,Sarawak,Peribahasa & Kiasan,True,"Singapura dilanggar todak, Mari bertikam di batang pisang;; Orang tua mengasih budak, Bagai bulan di pagar bintang."
93,"Bawa belayar pisang emas,",Masak sebiji di atas peti;,Boleh dibayar hutanglah emas,Hutang budi dibawa mati,Sabah,Peribahasa & Kiasan,True,"Bawa belayar pisang emas, Masak sebiji di atas peti;; Boleh dibayar hutanglah emas Hutang budi dibawa mati"
94,"Bersigup tidak kupandai,",Baranya jatuh ke lantai;,Kasih mengejut tidak kupandai,Ibarat angin tiup selesai,Sabah,Peribahasa & Kiasan,True,"Bersigup tidak kupandai, Baranya jatuh ke lantai;; Kasih mengejut tidak kupandai Ibarat angin tiup selesai"
